date,rank,代码,名称,现价,溢价率pct,双低,剩余规模,强赎天计数,强赎状态,recorded_at,note,cb_below_100_n,cb_dlow_median
2026-07-29,6,113605,大参转债,119.338,6.008360379346667,125.34636037934666,14.045,0/15 | 30,,2026-07-29 21:21:49,paper only; no order; no tuning,2.0,206.8
2026-07-29,7,128134,鸿路转债,123.4,4.872011661807574,128.27201166180757,15.678,0/15 | 30,,2026-07-29 21:21:49,paper only; no order; no tuning,2.0,206.8
2026-07-29,8,113056,重银转债,129.244,5.453953982300885,134.69795398230087,115.622,0/15 | 30,,2026-07-29 21:21:49,paper only; no order; no tuning,2.0,206.8
2026-07-29,9,110075,南航转债,108.492,29.22695752895754,137.71895752895756,58.959,0/15 | 30,,2026-07-29 21:21:49,paper only; no order; no tuning,2.0,206.8
2026-07-29,10,113062,常银转债,130.248,8.025592417061599,138.2735924170616,59.994,0/15 | 30,,2026-07-29 21:21:49,paper only; no order; no tuning,2.0,206.8
2026-07-29,11,128142,新乳转债,119.05,22.985537190082628,142.03553719008264,7.178,0/15 | 30,,2026-07-29 21:21:49,paper only; no order; no tuning,2.0,206.8
2026-07-29,12,127027,能化转债,114.23,28.235210727969356,142.46521072796935,19.463,0/15 | 30,,2026-07-29 21:21:49,paper only; no order; no tuning,2.0,206.8
2026-07-29,13,110076,华海转债,121.415,23.131376767055944,144.54637676705596,18.424,0/15 | 30,,2026-07-29 21:21:49,paper only; no order; no tuning,2.0,206.8
2026-07-29,14,113052,兴业转债,117.57,27.30952662721893,144.87952662721892,413.5,0/15 | 30,,2026-07-29 21:21:49,paper only; no order; no tuning,2.0,206.8
2026-07-29,15,123107,温氏转债,115.248,32.5475568263045,147.7955568263045,77.063,0/15 | 30,,2026-07-29 21:21:49,paper only; no order; no tuning,2.0,206.8
2026-07-30,1,127061,美锦转债,108.705,5.364902234636881,114.06990223463688,27.89,0/15 | 30,,2026-07-30 21:12:52,paper only; no order; no tuning,2.0,206.1
2026-07-30,2,110081,闻泰转债,100.682,15.460432229856336,116.14243222985634,72.068,0/15 | 30,,2026-07-30 21:12:52,paper only; no order; no tuning,2.0,206.1
2026-07-30,3,110092,三房转债,74.697,42.77527848101268,117.47227848101268,21.185,0/15 | 30,,2026-07-30 21:12:52,paper only; no order; no tuning,2.0,206.1
2026-07-30,4,118027,宏图转债,79.814,38.69664635761587,118.51064635761585,9.475,0/15 | 30,,2026-07-30 21:12:52,paper only; no order; no tuning,2.0,206.1
2026-07-30,5,113042,上银转债,118.97,3.587017726798747,122.55701772679875,199.775,0/15 | 30,,2026-07-30 21:12:52,paper only; no order; no tuning,2.0,206.1
2026-07-30,6,113605,大参转债,118.994,4.873959226346036,123.86795922634603,14.045,0/15 | 30,,2026-07-30 21:12:52,paper only; no order; no tuning,2.0,206.1
2026-07-30,7,128134,鸿路转债,121.364,5.186142715559949,126.55014271555996,15.678,0/15 | 30,,2026-07-30 21:12:52,paper only; no order; no tuning,2.0,206.1
2026-07-30,8,113056,重银转债,129.323,3.145160899653998,132.468160899654,115.622,0/15 | 30,,2026-07-30 21:12:52,paper only; no order; no tuning,2.0,206.1
2026-07-30,9,110075,南航转债,107.971,28.60638416988417,136.57738416988417,58.959,0/15 | 30,,2026-07-30 21:12:52,paper only; no order; no tuning,2.0,206.1
2026-07-30,10,113062,常银转债,130.587,6.2917441860464995,136.87874418604648,59.994,0/15 | 30,,2026-07-30 21:12:52,paper only; no order; no tuning,2.0,206.1
2026-07-30,11,128142,新乳转债,120.907,18.86924157303371,139.7762415730337,7.178,0/15 | 30,,2026-07-30 21:12:52,paper only; no order; no tuning,2.0,206.1
2026-07-30,12,127027,能化转债,113.4,27.303448275862085,140.7034482758621,19.463,0/15 | 30,,2026-07-30 21:12:52,paper only; no order; no tuning,2.0,206.1
2026-07-30,13,113052,兴业转债,117.864,24.220016753926686,142.08401675392668,413.5,0/15 | 30,,2026-07-30 21:12:52,paper only; no order; no tuning,2.0,206.1
2026-07-30,14,110076,华海转债,120.448,21.776470588235284,142.22447058823528,18.424,0/15 | 30,,2026-07-30 21:12:52,paper only; no order; no tuning,2.0,206.1
2026-07-30,15,118053,正帆转债,136.044,7.436877149877152,143.48087714987716,10.406,18/15 | 30,公告要强赎,2026-07-30 21:12:52,paper only; no order; no tuning,2.0,206.1
